Detector,Familia,DR_global,AR_global,tau,TipoAnomalia,DR_tipo,n_tipo,n_orig,muestra
SigKernel_d3,Signatures,0.0,0.1,0.9682,SuddenDrop,0.0,6,130,weekly_month
SigKernel_d3,Signatures,0.0,0.1,0.9682,SyntheticNoise,0.0,6,130,weekly_month
SigKernel_d3,Signatures,0.0,0.1,0.9682,FlatLine,0.0,6,130,weekly_month
SigKernel_d3,Signatures,0.0,0.1,0.9682,SpikeEvent,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d4_k3,Signatures,0.0238,0.1,0.0245,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d4_k10,Signatures,0.0238,0.1,0.0245,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d4_k20,Signatures,0.0238,0.1,0.0775,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,PartialBypass,0.0,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,Smoothing,0.0,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,FlipSchedule,0.3333333333333333,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,SuddenDrop,0.0,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,SyntheticNoise,0.0,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,FlatLine,0.3333333333333333,6,130,weekly_month
SigKernel_d4,Signatures,0.1429,0.1,0.9762,SpikeEvent,0.3333333333333333,6,130,weekly_month
